TransactionID,Amount,Method,CustomerID,CompanyID,Timestamp,Hash
193,2065,Debit,24,1,2024-12-11 19:33:36.223359,f79df1444e3eaf96606a54887da67d60d21cefcff7ea5c18389061dc9cdbfc1f
194,2862,Debit,42,4,2024-12-11 19:33:36.223359,565a98e482c8dd36494e50586e12b12e6079d47837f992c18173519610593cae
195,2139,Debit,44,7,2024-12-11 19:33:36.223359,b9ecb72ad0096146bb19456d57250b7323f08fbac1d036b75cf64dc0a6162567
196,2926,Credit,33,2,2024-12-11 19:33:36.223359,6760016bfb55764a136b61b57468ca652eadea2324ced3c7687579da02669c53
197,1213,Debit,96,9,2024-12-11 19:33:36.223359,ac382097c205fb317aaf9ece3d1bcf0f60e8ddf425ca83af54006d1dc3205fbb
198,4199,Transfer,29,2,2024-12-11 19:33:36.223359,64def14ba4d437fee003d90ba6e6034ac21a503da352aa6d85cacc6f5f2529e7
199,4889,Credit,6,1,2024-12-11 19:33:36.223359,528e042b6e44ed49a1fd11e6f4b381e63c13674856f8a5732149623ec7be7f63
200,3544,Credit,26,1,2024-12-11 19:33:36.223359,9d5048b873223fb40d156eea0cab755eb266f8c358d206d72d41e1d67bcb1efd
201,2939,Transfer,31,3,2024-12-11 19:33:36.223359,b3625437dffcbfea2b046d49b647308ebc4aecb836b144751163f22ff13fc478
202,4882,Credit,15,10,2024-12-11 19:33:36.223359,fe2e9feb3caa52ecdb725686ae208dd55cdf4498a804f109ed9073e99dd3d03e
203,4141,Debit,60,5,2024-12-11 19:33:36.223359,ea3e506178f8188a2383abc3c56761ea89a354b3efda04b1a9a46d739b99c0ce
204,3487,Transfer,22,10,2024-12-11 19:33:36.223359,8ea4222ac408eab11037a82d5181835e7e87c72198cbb2497f837f41c489c2ab
205,4185,Credit,92,2,2024-12-11 19:33:36.223359,d0eb263b30ab1c56f6edbc14f0bbe9a9640f6ceea5069a20c899ba29c0631cfa
206,3370,Credit,40,2,2024-12-11 19:33:36.223359,d3c61584ee9bf6e950bc9da131674e8ab844038e0414a77f81c964e7301c1b2e
207,3774,Debit,40,10,2024-12-11 19:33:36.223359,d9494e82e4145d4ebe7f6fb5037188a2ebb5872a57d0f6d520ffac49e383315c
208,1311,Transfer,51,4,2024-12-11 19:33:36.223359,75d787ef4757c24971e7aaedd9587c134fc52af8098ba760d0d0a4fd4dcddca5
209,1417,Transfer,89,4,2024-12-11 19:33:36.223359,9e84ee7da11633317c878e522521e4a3a9ccb9bb1a3ab023bdadc6df6cdd3283
210,4482,Transfer,99,5,2024-12-11 19:33:36.223359,2bcc80cec65ed2248d6695d2c9408a76d70e83903908ca4b474deaefee58e4d7
211,4261,Transfer,77,2,2024-12-11 19:33:36.223359,34d5f426ada3b5adf5244de8e5cb50617ba626c296a7084735d74ce3cbcade3c
212,3182,Debit,6,6,2024-12-11 19:33:36.223359,f8983f0884fd5d29bc5ebbf0c7b7ac4f77226625a71aad839171f045b6ccb53a
213,1282,Transfer,85,6,2024-12-11 19:33:36.223359,0f004ce04a0c92ee180b64927ed97c5ff4b16409d1cfb9ecbaf3394e7a058638
214,1051,Debit,83,6,2024-12-11 19:33:36.223359,051b861ccd7a33a5c348edd59a1756529fdee11e959ed09e76e01e16d5913d26
215,2775,Debit,63,2,2024-12-11 19:33:36.223359,46c6d6ab7fc37e247f29b530b25f455fd3c506485db32a7c4940c79f56271c7f
216,3897,Credit,82,8,2024-12-11 19:33:36.223359,5d595afcdc2731bb759630e7e3b7eb9a07073bb775a765a6c85749330b6a4185
217,4005,Transfer,56,3,2024-12-11 19:33:36.223359,a0089ecb45ee0afe8804ebd8a24a4010c9d080d0a74ae35285a76d747cc5c7b3
218,3522,Transfer,84,5,2024-12-11 19:33:36.223359,b9f00ed62f5d36edcd72fa531f99b2de4263d9209c59c0fba5f99f6d1aa3ea64
219,2904,Debit,100,8,2024-12-11 19:33:36.223359,8033ee9de3d34c763177be1d5bc33179615b7d8305ed23eebafeac976a4326a3
220,2099,Debit,94,10,2024-12-11 19:33:36.223359,6519ada3e96d8f4834ccb8010cb9b50bb1062b1b11d705c6b925c0e9d8bd8049
221,2142,Debit,32,2,2024-12-11 19:33:36.223359,efc4946b19e24e3c3b81da8604b5ddcb0f7e97010d630737df723810ff36a8db
222,3334,Transfer,32,8,2024-12-11 19:33:36.223359,1df4a727801ada3bc264b54cdb6309fea11335994d3c4b0803ea57207d662d1f
223,2377,Credit,86,7,2024-12-11 19:33:36.223359,5cb931f738ddf3a82fc7e5a6db0ffeaaecb2c5a16f0d584434119920bb78bd7a
224,1744,Debit,64,6,2024-12-11 19:33:36.223359,d2c6c9d87f92f6edc435db8f368137cdcd5b64cbec65886edc54e67e5ec7be0b
225,4267,Debit,28,6,2024-12-11 19:33:36.223359,9cc560bc63ae44491577bff576d9c7af61e73b7e98491b00b1786cd254009898
226,4605,Transfer,44,5,2024-12-11 19:33:36.223359,cc766e8ce75af5f2e065d790f27ec8cdb5c03b767c394db5d6c7480972018edb
227,3276,Credit,90,5,2024-12-11 19:33:36.223359,f28714ad77b196df67e42526cfe0e747e80c04ceef0efc035036de615bbba2bc
228,1350,Credit,67,4,2024-12-11 19:33:36.223359,377739ddf793c46016a27b52434ec98c65dff363aa72452560523f242650ad5c
229,3001,Transfer,93,7,2024-12-11 19:33:36.223359,d7bdea46628abf2524debc11ac74580f6315b78d0c7d5be25963ecb1fabeb602
230,3828,Debit,98,4,2024-12-11 19:33:36.223359,55d24853bcfacc79e6a4b9cd0f7971c5d823050486cdf25c52774fa0929937f3
231,2835,Credit,83,8,2024-12-11 19:33:36.223359,8d5fafa2f7a5fc3e211a9eb88a46395b60ce430eb2a3453347b96c3b8ba170c2
232,1907,Debit,12,5,2024-12-11 19:33:36.223359,586aac2f93b7e930204d4c8e14c1956107866acdd4ff172445b17c3647c883a5
233,2254,Transfer,89,4,2024-12-11 19:33:36.223359,cf5bb214cc63aeabb978a127530d7d390213955e138a3852638f150d9b9fe9d2
234,2938,Transfer,75,6,2024-12-11 19:33:36.223359,a0aad4359ec11877a60c097e04d2d56fa3f97406068fd8b47322f49a8b846d35
235,2742,Transfer,68,6,2024-12-11 19:33:36.223359,4516d67e6d1fe47997b287e72c6ae3c7153d98ee7d17a0179beb638cea8c14ee
236,2441,Transfer,71,6,2024-12-11 19:33:36.223359,37e70b624eccd1af05625ccef11119e947d86cf6194150d6d76bb20d90419fd1
237,2255,Debit,59,5,2024-12-11 19:33:36.223359,0357a1dcc51b3076fe86ddd8f7f02ef961423d29d35f3d7cd01fd851b6afd06c
238,3954,Credit,30,2,2024-12-11 19:33:36.223359,031bc9075674fa35b27abcb328f261603bc72994bc3e431d1511656ecc487f79
239,4042,Transfer,41,2,2024-12-11 19:33:36.223359,b629afef200555a8c07cf591fb61925c6caf9344fd3ae94b13150849493ef3ab
240,1784,Credit,98,3,2024-12-11 19:33:36.223359,b9a5e71ebd9e42e0da11d78aa483190c6a0cf02fea686171190297d34a5f5d8a
241,2132,Transfer,95,8,2024-12-11 19:33:36.223359,823a646fe3e86ddea62966880a0d30055ba39d0eb6161badd3b7190422b99075
242,3444,Debit,76,9,2024-12-11 19:33:36.223359,850f0dfb604d81d4c5b3b8f0526dece2b80ebe3f842fdf35fd3125a849738555
243,2213,Credit,13,4,2024-12-11 19:33:36.223359,2265c44bbea50c6be70edbb4edf681546d54d4ce399960433f1c61761edddb71
244,2238,Credit,47,3,2024-12-11 19:33:36.223359,a604fe35a7dfba1993e5288d31f48cded59a7103fe0f7c66592498fbf1095c96
245,1518,Debit,91,9,2024-12-11 19:33:36.223359,d7c0927c41da6235eb8b6ebf4e09e06411add4da0b11bde192a81a1a6f0a4a1d
246,3266,Debit,6,1,2024-12-11 19:33:36.223359,0ab579afaf1ebf44a9336be102258f712d6f7226ec590a20ff28433cdf5616ec
247,3612,Debit,90,3,2024-12-11 19:33:36.223359,f6a9b015f2760d1ee9f66fac59fe3355d6bc4116e6480b2e3c73a55901984a4e
248,3351,Debit,14,1,2024-12-11 19:33:36.223359,7592fffb577280e69bee370a58bbe5b9bef7a082a6f77f7f6e47e41e6107e7af
249,2804,Debit,61,8,2024-12-11 19:33:36.223359,15b89bbb7c811ee6d41fa17b7d7f67da605868996c8b62318199e1f96068e950
250,2034,Debit,24,1,2024-12-11 19:33:36.223359,12b9d71787cc1be4dbe22fd496588701b03e53c2d28a8a17e8b5756b2e9b1b95
251,2641,Debit,15,2,2024-12-11 19:33:36.223359,04b23354182bd6a0557b6049e2be82dede1afe85dd7037e2ca975f64280d0c6c
252,3578,Transfer,10,10,2024-12-11 19:33:36.223359,45fef3daada85b9ff45bbb791ec79d7478a882ded8112f2185cbfc2297364b89
253,1611,Transfer,7,3,2024-12-11 19:33:36.223359,cafd86387b21f91c8c17deb30a330948fe293b225043e3ce91d56eb5cdca5643
254,2016,Credit,39,2,2024-12-11 19:33:36.223359,014945a3f980d19ffea9554a83d67f303d7775b42e49b47b7f5cb5a6f38c8294
255,3483,Transfer,72,7,2024-12-11 19:33:36.223359,08ee01ceb002159c3a3475f90843bb254aa350f51d40fa3fe2919511bfb0beb8
256,4177,Transfer,80,4,2024-12-11 19:33:36.223359,414e5e5dc68b94284055aba4af05b288ef1c2dd279afcee0b78ae5db469725c8
257,4721,Debit,49,8,2024-12-11 19:33:36.223359,cde7adf95f9cba701eed3ae6463f1326a6cc60fc2deed8392c871c6ceacae568
258,2756,Debit,39,10,2024-12-11 19:33:36.223359,e4a106901394bfbe868313ff577f5e5ff7b2ea18832c6ef1a2d40c47ccdc7995
259,1246,Transfer,73,10,2024-12-11 19:33:36.223359,f70ed9769415f5138e3cb2fcab18fcfe2d22947af1ac6208490b13f3de45eb3b
260,4881,Credit,95,2,2024-12-11 19:33:36.223359,61faed0a9bfe31007c7ab27b06c8d61d7aa7dae380d0bfcdc6a0b388fca535a4
261,2083,Transfer,81,4,2024-12-11 19:33:36.223359,7b1fff879a358b81e1ce1009422d382d94ac694d1413df632efd7f7c05a527d8
262,1982,Credit,11,3,2024-12-11 19:33:36.223359,3eb5ac04afdc62e3b943ad5ab24e3888341205c89917f216c4c7ea9afe18f29c
263,1641,Credit,71,2,2024-12-11 19:33:36.223359,7c51240d93838a3239fd17e7ab78372cafc5931dc1dd125c50d2eda86967bd9f
264,3823,Transfer,53,8,2024-12-11 19:33:36.223359,03d696494fd9034494866b3a6eb0a46e3d08d73895fb11738a6864fc1023c92d
265,1133,Credit,61,5,2024-12-11 19:33:36.223359,9167e6de8bc1fe31a8c9e396acb98b5bd5c1c0b43853a897414ee73f01454b30
266,3879,Debit,37,5,2024-12-11 19:33:36.223359,ce573e851b7b08c02e919ab1f8988c930cba4394cb12f68ad91f12429e64e3b8
267,4784,Debit,10,4,2024-12-11 19:33:36.223359,794c4b758730d3dc2ae13836b5e8f1f4993fb88b3da3d55b3ae1c1b6887a9875
268,3708,Credit,81,10,2024-12-11 19:33:36.223359,0608507db2724ba3f245d68ce47951bb60ca8d2f41df9596094edda15515121e
269,3230,Credit,55,2,2024-12-11 19:33:36.223359,31eb4e30d2981bc0a351b80307fd64e3e25c08bbb85fa4ec01b635c5197d90c9
270,4720,Debit,83,3,2024-12-11 19:33:36.223359,0a158730002d53597d7f87119a3412241401a062fc90b593914350aef2ddbb25
271,1244,Credit,19,2,2024-12-11 19:33:36.223359,a33585131a3296ae31aa1632da3abbec14ec1e5819577e0d7959386b72b81a7e
272,4067,Transfer,40,10,2024-12-11 19:33:36.223359,de323b940563b3449533d768129f6394bb7564304ddb57ff186b31f09fba17a1
273,1509,Debit,37,8,2024-12-11 19:33:36.223359,65a5dc282226765c730c5798031940ff0623e6a682fa024c30512540acb03821
274,3866,Debit,89,5,2024-12-11 19:33:36.223359,f8407563e814fce91c92adb0ce16b0cc1b42ed0250e03e41888225b30416a9b2
275,3211,Debit,35,9,2024-12-11 19:33:36.223359,693f3f8087fb3835c4f68c9a9a8dfb2a17506c99470ee8a12496efbef5c4c17b
276,3449,Credit,57,2,2024-12-11 19:33:36.223359,25dc2f37ae67704d2cefbf970135b42f809057702e06120d3dc6ee8befe00aad
277,3472,Debit,56,6,2024-12-11 19:33:36.223359,e679d4c9cff7b991f326c58b4363e13697a09f1df9371c6e9f503bd2120516e1
278,1937,Transfer,4,2,2024-12-11 19:33:36.223359,ee7a0e818508075d49df4cd3198fd898bb2e76ecfe8b48aecb008eeab30fdac8
279,4894,Credit,74,10,2024-12-11 19:33:36.223359,0b550970fb63e18a1da94b8cf924ff08ab4e7773b90e5f21013b0bc874764adc
280,3360,Credit,98,5,2024-12-11 19:33:36.223359,7612e80edf9a4c4eac401ad45634544198f3ab70a6f467b606869c88c3132c7d
281,2927,Transfer,98,3,2024-12-11 19:33:36.223359,00eec600f3186706f4c8f629acc5f7c8836f0b7048544a407a22743ad9d39651
282,4752,Debit,84,8,2024-12-11 19:33:36.223359,541cc57b6979e6872abb51e9b7831624ebdf83f702f87fafdd5283714b6bfa02
283,2785,Transfer,24,10,2024-12-11 19:33:36.223359,bd424f01fb4ba99879f90910e8b59419bf6c3dc77c81468f2f70544f51490491
284,2925,Debit,63,2,2024-12-11 19:33:36.223359,6bcaabaed5b3009b9ea3270a4df82391872c3da1693f944eb7dabda2dd5ae178
285,2315,Transfer,53,6,2024-12-11 19:33:36.223359,f4c55b9199ef9be2deb4cc165c81926566570fca6bfcd1a0b5d2bb428611df92
286,2350,Debit,14,3,2024-12-11 19:33:36.223359,47c75f7eb6687b09694d8877e5f7e46ecc3ca9c75e476d77a59a58b9f6820703
287,2180,Transfer,89,8,2024-12-11 19:33:36.223359,48420ca33eb2e081422cee84d77de195665c9396ce9760177b4453bbd073207e
288,1150,Debit,52,9,2024-12-11 19:33:36.223359,8d05c685063c4a72941f4218d753b9a2168e55e363898d4517a34c088582618c
289,2033,Debit,12,6,2024-12-11 19:33:36.223359,ee7406e3d5127ab0021ee3403898e2dfae2303dcb830d1292867b95c20cc981f
290,4542,Transfer,15,7,2024-12-11 19:33:36.223359,7f4457c7791fe22b84f121f0d6965ab76915a002abf310805f6ec4dcf779d077
291,2892,Debit,1,9,2024-12-11 19:33:36.223359,e46389385f277dde850709edd198ea71ead53655e09d7ed6aee741a72d2af284
292,3123,Debit,7,4,2024-12-11 19:33:36.223359,a0be159e7868d1019b0446ad4fbb2f7d0515b904ccde717b9e29d70acc454eb5
293,3561,Debit,80,8,2024-12-11 19:33:36.223359,87e5a3ccd98a716b415d3165951b28ed09353c611e2b7af0ac60d0e2c8109ed3
294,1833,Debit,98,1,2024-12-11 19:33:36.223359,d9abb1ea70dc27f4ba7a45546dd21d86470f2b2e962aad0acc70ce934a395d8a
295,4799,Debit,71,3,2024-12-11 19:33:36.223359,007e1272840522f770d78cbb48476a06680bd3fe8acd3ad4254e0522a2dcb3e0
296,1497,Credit,57,8,2024-12-11 19:33:36.223359,4355bb927adcf61ef9f08f02a09fa0546a954435957560f10f40f7742448a617
297,4273,Credit,81,10,2024-12-11 19:33:36.223359,1960765b2e54e2bd4db28c2ec68794c898584c137cbca98023142f798a04cebb
298,2272,Transfer,91,3,2024-12-11 19:33:36.223359,ecf4b57691b64048a42b37c381b82957bac7ed4a0ee5e03f49b422a6d17a34a7
299,2671,Credit,2,9,2024-12-11 19:33:36.223359,2869a3ae24e0e42e685575d04e6a1ec9347b3e6611fda6cd6abeed7041cb834d
300,2890,Credit,29,2,2024-12-11 19:33:36.223359,6082af7652d2b20be18935b4bc126c1460d02d5e9671b201cb7a9afe670b5063
301,3041,Transfer,83,3,2024-12-11 19:33:36.223359,03de3ff8db350e324d7178dce7150d0a7c66224ec4bc33b7012b2fff897e4bc2
302,3889,Debit,38,9,2024-12-11 19:33:36.223359,857d70b20798cef2001dd323aeb46ec40ce01c1eceabb79a46c526a22be9a689
303,2934,Credit,54,8,2024-12-11 19:33:36.223359,b26531835e1eedb5845ed7e9c25a14033cbc56c451bf88a00b6808c7e8db58cd
304,1592,Debit,59,9,2024-12-11 19:33:36.223359,a561202d6239490a91c1dd3f6bd8b7ff4293dd2320efbf683cff8ad4c2288c6a
305,3081,Transfer,25,10,2024-12-11 19:33:36.223359,9af17cc49a469bd6576b669ab5ce7796c0c88f1ccfba7c4faf1975c2a3022255
306,2131,Debit,18,2,2024-12-11 19:33:36.223359,12b1bac1beb1d64a1de09fa2df87fed4431f6742f968fda9bfef72e5801a7ae1
307,2094,Credit,44,9,2024-12-11 19:33:36.223359,303facee0d2a5fd2c560e850704f70dc1c98cce244a82080614e10fdc9a8e70b
308,4430,Transfer,37,5,2024-12-11 19:33:36.223359,5566d04340cc10d1f5f0dc7be52d04cb4c2dd179612c60ceb151de0c36dc84ef
309,4544,Credit,75,8,2024-12-11 19:33:36.223359,6bfc56ddb757b9acafdc8b1c7d9f9966ef8cb662defeabae622259d2d4b8362f
310,2983,Debit,58,9,2024-12-11 19:33:36.223359,51e8e276a160528c66f557aa26910fb23030cc3ae34019ba79a7964533710513
311,4124,Transfer,43,9,2024-12-11 19:33:36.223359,53ee21fee2db8f30b95f174dc481e0574f4ff57b2c364b2f938ec0d424084662
312,4820,Debit,49,8,2024-12-11 19:33:36.223359,f061de1495766c4753b0bf352139d11d441c7a18143928ee6f6412f0ed62e248
313,3342,Debit,25,4,2024-12-11 19:33:36.223359,4b19a1d88381c9892f941e98fabf88aaa91c706d8e6101e25da15e478d4622a4
314,1178,Debit,30,7,2024-12-11 19:33:36.223359,3581b45aab3b732a4af017c3d2d757aa9b6e57225e8355c3a5d48779da05f16f
315,3888,Debit,96,8,2024-12-11 19:33:36.223359,96d44b864afcdbd09aa76379ad36e94c222bf213a7d9998b3ba3dfff77f49448
316,3028,Credit,50,3,2024-12-11 19:33:36.223359,d2c6bdf116c742f24a3bbb311ff77e7a6c47e0189bf474ce3864cebfedf0ff69
317,4954,Transfer,17,9,2024-12-11 19:33:36.223359,2372f572ec66653276d3c5e6144826d02fe703baef218f23c9053b3d1543bf64
318,4580,Debit,43,2,2024-12-11 19:33:36.223359,63aa7497f3a31ed6d4938771c823cc53ee0dbd5d18f2021a1a76cbc08dc2248b
319,4729,Debit,13,9,2024-12-11 19:33:36.223359,122c3b9b064b16e81303e37019a0c8a320e0bdae5a66c6629f671d96c63883b6
320,2679,Transfer,2,3,2024-12-11 19:33:36.223359,2065bbebf1aa11c01dd9cb48c5f93e19c9bc09f64504bbf7059a0fdd4db13bcb
321,2923,Debit,20,2,2024-12-11 19:33:36.223359,d5618d6756a752ba333b749395f3668edcbfa8200deed4369d4fc5fb64ede396
322,3837,Debit,44,10,2024-12-11 19:33:36.223359,c031497c5cf1deca10b003fc1bb6ead79686528525ea2731b31c8c083353548f
323,4488,Debit,84,2,2024-12-11 19:33:36.223359,42f9d54dd8c1d8c32124ec12984f46ecf79afffc8fd123f88865ef9270088073
324,2556,Debit,87,9,2024-12-11 19:33:36.223359,13db763cf6ffb019d97cf3d3d03a877141a91e9a89bf82aa08b8a1c2d463f03e
325,4573,Transfer,81,8,2024-12-11 19:33:36.223359,f20f3226bcac76fedeb0e2b1f98eab058b674b519585dd3488fb3bd295c907a7
326,1280,Credit,5,10,2024-12-11 19:33:36.223359,cfd3bc19536bf64dca9533aa94a386f6028fd84ec4819472ab345a9002e91d08
327,1931,Transfer,81,5,2024-12-11 19:33:36.223359,15f263ca8bda0ec81d97a45a7b83c7357dd1780602ab49618f6ed046a623afa1
328,1403,Transfer,12,7,2024-12-11 19:33:36.223359,81a1caf2e373392213dc873a7b5f697ee659f9c1144753bdcac4f3377c687da9
329,2817,Credit,91,2,2024-12-11 19:33:36.223359,1bc64640f3193b818b32b16a1e2b719de28383f6899fbaaff85ec9c4078f2bc3
330,4700,Credit,89,5,2024-12-11 19:33:36.223359,e0239780fd89dad278f17779192a5c867851ef57756a0b03dd27c0a3d93019a3
331,4261,Credit,6,6,2024-12-11 19:33:36.223359,5a473d0c463b335c04602584b7665198d209635f0dd1cf924012b057a1a00027
332,2535,Debit,38,6,2024-12-11 19:33:36.223359,586c678245187d409ec1c079faa2230716742293fdde2a6541d5849296d34db6
333,3175,Debit,19,4,2024-12-11 19:33:36.223359,b6da9acc0565c340b842dfef25fc3ae848779b3b6c6e32e6287663e1403b4d5f
334,1696,Credit,73,3,2024-12-11 19:33:36.223359,7dcdd22939370b609822b67d0131649eca6290ec2a192593d61abe46303da38b
335,4566,Debit,11,10,2024-12-11 19:33:36.223359,a07e6395e9ba0ad53bb9e84e9cf09eda9b7fb7f28efe568f5a5d3b7c0898f0a8
336,3038,Transfer,80,4,2024-12-11 19:33:36.223359,30ae881d31f63aff5ef8a5c173da02b09a15f37ba87c5cabce88665ab5a1191e
337,2888,Transfer,19,4,2024-12-11 19:33:36.223359,f4ac45aa416398b094f26f0e36c2b4801bc4b55613d2ceeb6a57b0b8e4dc5bab
338,2045,Transfer,33,8,2024-12-11 19:33:36.223359,0930036b134b3cbb35e4600394e5446791afa226c93abd58e85eb6e3745e3c2a
339,4691,Debit,2,8,2024-12-11 19:33:36.223359,4e5d7fff453ae1729fffdfaa5234491e302c57a8e2e126ef4401b0c6389ad654
340,1647,Credit,87,9,2024-12-11 19:33:36.223359,43af19711d03b1e2834a40bfd316cc932bd1dceda713a9821944601e636ce5ca
341,3406,Debit,57,6,2024-12-11 19:33:36.223359,b67b85d610af7b2a44b546554d1308caa0be811d1fab041c18746a35d22f7462
342,3827,Debit,82,7,2024-12-11 19:33:36.223359,fa85a29dd6325adcb308396277dc0366b3747b5ea5192227f7a73c9fbc0e21f0
343,1815,Debit,59,5,2024-12-11 19:33:36.223359,61c6ca2196867d237347560c1999a51a964360dcd5343f83d45be2aac1557fe9
344,1971,Debit,62,2,2024-12-11 19:33:36.223359,5f6b671f80578de5c660ef263d0a53638d26bcf9ae907d999608c52f9908a3a5
345,3354,Debit,74,6,2024-12-11 19:33:36.223359,29b122d680e157b4a5ae028f322a0f7b50217828cdeb8d6e578ddf03b7605ca7
346,1089,Transfer,90,5,2024-12-11 19:33:36.223359,29cb4b7a241ded7ea5600dc4aa21e0b1d8018c45d1ee744ef27cd5997164c458
347,1033,Transfer,51,5,2024-12-11 19:33:36.223359,9b9795cf174c7fbfd360ada53c1f77f83fa6d7c81b34579e950bfbbf05c7c549
348,4729,Transfer,88,1,2024-12-11 19:33:36.223359,96d7ad85ee9cccbd48d93dce26ae0d2e1aefbef9fdc9735d6c892cdc45f15365
349,4411,Debit,96,8,2024-12-11 19:33:36.223359,ef70b0fce05b46400a93154d3340caf55cf43ef6483a9b2c230cefeb69c79469
350,3486,Debit,100,4,2024-12-11 19:33:36.223359,2bf8773aa9606b3976ed54ee14cd6dc61bff34bdcab183e6f18a37a810008144
351,3543,Debit,29,4,2024-12-11 19:33:36.223359,b3ad833e572e9c5872fa8fc1c4f1f584d2365a05cd2d9e88e15c223ac66a8196
352,3573,Credit,87,3,2024-12-11 19:33:36.223359,f0b85cfd5bd87c15be3ebe3ba997c49da632e386e478f013bddeb329ef39b12b
353,2265,Debit,81,1,2024-12-11 19:33:36.223359,c3144ade94b8bf25e3e217c0625ca05e0f2044957c0bf854311f4220dc78fce3
354,2494,Transfer,5,10,2024-12-11 19:33:36.223359,1493f98d1772c629c4323b7a7ba461bd2a40a38fd7253562eb757cda1bea0cb9
355,4725,Debit,17,2,2024-12-11 19:33:36.223359,d7d991ae54c1f283aaa13467feed58cdc38d09c22f7497161b7c059e3f0e9ca0
356,1719,Credit,42,7,2024-12-11 19:33:36.223359,c01cc29a53888f8bca1929c34355b16c2fee6591f9872e76c953c3706d3dd69a
357,4589,Debit,17,9,2024-12-11 19:33:36.223359,3c75fd3da65f46394dcbebec7b7fa921583468145b4a7af22ce77340c7006b8d
358,4741,Debit,68,9,2024-12-11 19:33:36.223359,b0ebee88af44f52c5874732cd987c54aeecc20b796009d5efe4c09aa7b7de3a0
359,4743,Debit,22,5,2024-12-11 19:33:36.223359,01c2b4402c6da2831ffecaaa250678f41c92db4163ef30f1301058f42db88624
360,4294,Credit,38,6,2024-12-11 19:33:36.223359,ffbf43a02c853aee534ef1444fef9f81858bb7c7e97c50898591d32efc56c1c7
361,1576,Credit,60,2,2024-12-11 19:33:36.223359,022aab95a6e6391db44c1d00afcbc3493013ac73d246a344086bab5bb4adaf87
362,4961,Transfer,87,7,2024-12-11 19:33:36.223359,01a8912b3ef7977dc1bb07aed64c0015e2923b627ae664354925baa4d3df2667
363,4238,Debit,47,2,2024-12-11 19:33:36.223359,2976de361b3d3ba3fa830e867087102d5b2a70c08b8ee015b61af38abb62a683
364,3197,Credit,2,5,2024-12-11 19:33:36.223359,9ad16ee823fd147c8a6be5f4e007ca2ece686496a674b2c3ff002db1ade37111
365,3755,Transfer,59,6,2024-12-11 19:33:36.223359,1c8166cddc2e274ee9e3465de6be05f0b3f72d14842c426fbfa73795883c9a08
366,3394,Debit,87,5,2024-12-11 19:33:36.223359,d7823cbb33e8dc889d668dadac0750f65688e8d34f589f78d7d20f64862f6646
367,1443,Transfer,82,6,2024-12-11 19:33:36.223359,220816eade923dd3fd6e13a20d5e235e2c61daaa4266e30ba2cc3c6b56fe1dd1
368,1102,Transfer,30,8,2024-12-11 19:33:36.223359,e516d5b24e901c1fc5445763e6b27914a33c5efbac0b76111976d433e886bafa
369,4748,Transfer,72,6,2024-12-11 19:33:36.223359,ee70edbc0adaadd1a16a5bb608f0a43d673b11536aefab4e0a688ac7f03b1452
370,3602,Debit,29,2,2024-12-11 19:33:36.223359,144b4fc96272ae6cf5612ae82d123005cc2557ce51526e4e591795cded792f61
371,3659,Debit,90,5,2024-12-11 19:33:36.223359,bf7bcc08bd0039557a03ae4bf2de13fde187a779330ca5c6c91be5fb342ed094
372,1185,Credit,15,3,2024-12-11 19:33:36.223359,32ac861b9a8ca8d3cdd1291614861db2b6479734b5a14815ae1b1b520d877c82
373,1475,Credit,39,8,2024-12-11 19:33:36.223359,81f10c1365a50852cf03ffff29e14319f7b25db3a3aa856bd2db4dc591177152
374,1555,Debit,31,9,2024-12-11 19:33:36.223359,6b1a044b15afcbb83a047fa61789f0f6a3ddb288988a97c0fec99061fbe7d128
375,3746,Transfer,59,6,2024-12-11 19:33:36.223359,38f6d805fde8a45184e47d2dc2cbc4a1c0d922521417798ab04fed990128045a
376,2716,Transfer,90,9,2024-12-11 19:33:36.223359,1bcec1e9191090d15dabcbb7739520fa3fc0ceae3b1299f2b3c63cbf84ac21e5
377,4626,Debit,96,3,2024-12-11 19:33:36.223359,f6b77df658760749141e3804e47ac688ea4e23dcca4d731b9bf0ad15ee3fdf9e
378,4414,Debit,84,2,2024-12-11 19:33:36.223359,811321d815a373ea8b4e9f8df1d560aaa9510e977e720f8b4364bd043ba1203b
379,4846,Debit,79,7,2024-12-11 19:33:36.223359,275d47838d69e58962f116953b7cda4d19c24dbda0f5a15a99e6c0d10f6b268d
380,1889,Debit,5,6,2024-12-11 19:33:36.223359,711740bcdf93a5b4b6cc8d07d0333b36fec822d2de8581e626c6514cced7d808
381,4503,Debit,57,4,2024-12-11 19:33:36.223359,bc5bba6c461e7e9be746bf41e6db63502f6320e187c030852fba2979e79ec838
382,3230,Transfer,13,6,2024-12-11 19:33:36.223359,65c64b75915ab1f86adcf6ef3367c5da5f521c3468af00714df58447989aaef2
383,2630,Debit,46,1,2024-12-11 19:33:36.223359,e03af69c7eb4144dfc9bb1a2bb05d12092877fcace1f888ead48fc6932b4e52c
384,4887,Debit,25,2,2024-12-11 19:33:36.223359,7bd7a5be2da2f95c0fa71d82ce464025202cda47dafbbb01cb38d5c4024706c7
385,3628,Transfer,12,4,2024-12-11 19:33:36.223359,b88d3918094abc7153c8e588339ebf176ee1fbe3d63a1a139193a73d7e08b5a8
